userId,movieId,rating,timestamp
5,61,3,1253431147
218,309,3,1428764867
503,146,3,1200792822
767,427,2,1268153213
398,419,5,1006641319
871,63,4,1520258501
795,121,2,1341318932
393,226,3,1339722289
207,105,4,1550421467
15,462,2,1472183315
858,260,1,1239383531
554,349,3,1560339571
892,425,2,1502744155
461,255,1,1581461447
691,429,3,1064393554
575,434,5,1532573236
864,207,3,1281808367
743,28,5,1259458682
241,170,5,1293582673
564,336,5,1466642947
96,76,4,1151164584
900,116,4,1527323416
734,69,5,1585790753
485,354,1,1038892680
407,234,5,1075013969
231,1,2,1400982986
749,167,5,1432561804
655,352,4,1577754504
171,218,4,1055591171
541,273,2,1327213838
36,368,2,1284288549
525,251,3,1491040970
160,347,1,1051152607
839,344,1,1550788442
699,419,1,1462665693
243,174,4,1326032976
86,170,1,1566467386
796,246,3,1189232539
578,423,3,1160398082
682,90,1,1118610061
557,49,2,1259533596
574,446,3,1214644772
953,294,2,1239390636
646,407,4,1544180268
796,150,3,1102910871
28,132,2,1486766199
620,433,1,1568093236
556,59,4,1035850508
340,457,5,1053034883
798,324,5,1072363573
958,199,1,1111484873
331,215,4,1597974966
640,386,4,1279341636
506,49,4,1497506061
348,472,4,1558152033
473,232,5,1559737799
231,247,2,1526889794
190,382,4,1289319324
225,479,2,1471174595
385,239,4,1548066696
377,415,3,1085289488
283,367,3,1207085758
958,168,3,1169666637
633,48,4,1378963548
628,51,2,1196611372
973,299,5,1000682932
745,98,1,1216937262
259,439,5,1238292035
359,216,4,1308882811
710,177,3,1538151114
456,380,3,1399013800
411,474,2,1304790752
649,80,4,1420639456
318,185,5,1351231726
677,367,4,1405774938
225,461,4,1407549728
819,399,3,1272346392
234,27,5,1272928747
684,452,1,1279289300
664,464,3,1326034208
975,448,5,1081584887
827,478,2,1019963714
374,492,3,1177239502
672,414,2,1190405536
608,420,3,1347910946
472,195,4,1047934390
233,214,5,1402830773
692,369,2,1293206962
113,342,3,1184278471
830,114,2,1136072439
497,242,3,1280570257
442,124,3,1128487295
564,305,1,1205733047
268,76,1,1497509739
510,311,1,1364540897
807,469,2,1093992123
386,312,4,1202461781
387,196,3,1452979591
113,351,5,1582988260
613,44,1,1215473550
625,415,2,1566774310
952,186,2,1438386616
81,343,2,1027342850
699,246,5,1381973981
113,437,5,1432050837
2,84,1,1480208962
642,207,5,1243385874
220,151,1,1477468643
566,156,5,1066557245
855,16,5,1387471457
997,165,5,1129723020
736,405,1,1501705078
225,463,3,1064163891
385,145,1,1531431412
403,498,3,1028214995
638,37,2,1596320296
130,333,2,1277363503
53,403,1,1563554394
684,414,3,1370196518
730,45,3,1474536835
672,402,3,1032370271
710,206,2,1595955553
416,62,1,1030251750
247,420,4,1106211370
836,356,3,1502268503
439,468,3,1342286940
203,308,4,1544470701
184,19,1,1588048859
123,365,3,1401870461
401,300,1,1133062190
767,7,3,1119805531
294,249,5,1008837528
280,428,3,1375024386
837,117,5,1560212044
884,68,1,1580802654
610,34,3,1278317416
198,194,2,1301047588
982,325,2,1423383722
907,55,4,1195293648
511,266,2,1488522550
752,480,5,1339597268
144,42,2,1219728419
609,297,2,1047275957
201,461,2,1077450999
124,231,3,1562156007
187,453,4,1449523083
326,378,1,1259547786
464,394,4,1210178766
349,10,5,1497665167
771,358,3,1187539654
660,475,3,1205249326
764,444,2,1323090206
955,128,2,1384859399
932,179,5,1251812056
403,405,3,1049633835
346,392,1,1136809905
963,193,4,1124640715
511,92,3,1125788860
147,369,1,1361116116
148,231,1,1349173721
864,78,4,1201013174
711,85,1,1360961729
820,30,5,1439861005
489,213,1,1589977488
929,49,5,1322755822
936,265,1,1570007108
640,145,2,1360806960
551,69,1,1038669110
338,58,5,1375035728
872,185,1,1131804555
641,62,1,1300410250
779,479,1,1449093230
988,308,5,1115134308
953,445,1,1024239388
473,296,4,1104033535
946,166,4,1454875444
151,171,5,1402985187
415,63,2,1545963625
990,147,4,1185341269
298,484,3,1242272193
611,306,4,1464291054
263,161,3,1532698108
764,141,5,1192095919
144,334,2,1375327824
346,97,3,1475030888
624,446,3,1201056543
572,221,4,1488884509
881,43,3,1431341641
2,433,5,1423521402
897,292,5,1231333240
304,378,5,1314907429
254,108,4,1317277631
652,266,2,1191942041
453,95,4,1257809778
37,262,5,1218254444
160,313,4,1547243714
9,385,5,1076399612
233,71,1,1331480013
99,442,1,1355919821
659,219,3,1050093049
816,21,2,1432076071
208,92,1,1122789705
131,127,5,1229452488
404,80,4,1283495469
152,312,4,1574411370
54,238,3,1564523177
120,471,4,1349508451
673,372,1,1127596209
920,404,4,1506935207
628,486,1,1031540226
587,182,1,1280054558
625,25,2,1412180062
968,156,3,1369029119
420,5,5,1045779189
422,120,1,1115453020
104,277,3,1159212302
852,18,5,1531381821
254,431,4,1516846930
227,198,3,1382994331
112,57,3,1111955203
510,93,3,1039352556
473,19,4,1424229838
99,384,4,1179944102
153,353,3,1399077954
861,193,2,1106317369
914,237,1,1154548353
896,387,4,1121972721
878,426,2,1127376920
338,277,4,1527161354
706,227,3,1453132544
822,233,2,1172260143
163,40,5,1334928240
720,323,1,1477629359
957,153,1,1312100233
681,127,4,1115372913
996,237,1,1475537517
161,486,5,1422573492
580,493,2,1597969400
801,55,2,1232248607
398,468,3,1437383422
277,436,2,1124736125
816,172,4,1054790138
916,109,5,1025053317
504,354,3,1517650930
896,469,4,1054824422
392,184,4,1453331590
135,439,4,1205360940
195,368,1,1543397696
401,471,4,1507024370
640,198,1,1143181942
33,371,2,1393211694
688,373,1,1486014236
460,461,4,1073887970
955,497,5,1465761786
883,87,5,1231518563
470,201,2,1103234022
375,337,4,1459483358
22,322,1,1216913655
750,275,5,1123569714
670,211,3,1000039906
38,391,4,1026811886
230,118,4,1066657516
365,191,3,1441431061
563,42,5,1073672006
438,42,3,1387738750
776,315,2,1480649580
283,276,1,1008638307
27,329,1,1347255851
226,17,5,1234959366
277,283,3,1040225919
798,431,4,1471430464
609,258,4,1416605805
284,63,4,1334529493
879,62,2,1439413083
960,100,2,1153587168
481,19,4,1193741721
453,17,5,1369176226
829,325,2,1582238142
816,423,2,1083938890
659,466,1,1400420550
516,373,1,1065228699
547,246,5,1286383000
192,251,2,1306779422
49,455,2,1367084994
512,81,3,1321419360
17,39,5,1393228850
172,36,5,1241106465
220,424,3,1486434836
158,429,3,1262459063
477,388,1,1332765759
46,486,5,1152470116
373,409,5,1070592340
518,197,3,1442181197
99,158,4,1005639113
892,204,4,1374035124
745,196,1,1041201116
37,216,4,1209811133
280,285,4,1128348999
349,457,4,1242859885
497,196,2,1336340754
302,307,1,1043826634
181,152,3,1358681729
607,14,4,1162497264
99,325,2,1131529884
700,146,4,1404190642
993,426,2,1002792836
116,57,1,1015283869
191,211,4,1012001784
253,268,2,1418896742
981,210,5,1480893539
928,17,5,1528010650
983,286,2,1499083185
161,344,4,1000267709
256,203,4,1357907043
323,99,1,1597155259
128,279,1,1294721909
18,209,3,1116930511
793,129,1,1117207428
735,335,4,1592426632
566,288,3,1014620513
570,252,1,1021338915
323,265,2,1338703838
872,271,5,1254978779
686,412,1,1109579860
792,408,1,1265628152
626,188,2,1016862274
288,419,4,1490604996
943,214,2,1031532720
854,283,1,1521169193
663,211,4,1217371927
962,365,3,1251674923
639,76,1,1229716096
155,148,2,1192956274
490,321,3,1483363253
386,213,5,1574109363
986,433,3,1445881635
785,109,2,1093708494
104,129,3,1461445096
929,10,2,1097466283
393,47,1,1094197718
811,379,4,1107703982
246,315,5,1544413724
176,96,4,1372660402
39,446,4,1388846783
477,103,4,1075602263
682,380,2,1134774732
759,342,2,1280482417
538,146,5,1352088341
867,368,2,1074927458
818,430,2,1576258576
921,416,2,1161957764
408,27,2,1540694360
525,220,1,1378139316
828,18,5,1183625040
506,167,2,1402172218
903,433,5,1380522720
825,477,3,1407293350
36,82,1,1191151157
685,428,2,1148010877
20,72,1,1171698095
321,310,1,1308109379
776,479,3,1267074893
512,254,5,1350102524
400,162,1,1343029274
654,327,4,1126651463
972,420,3,1497726964
883,402,4,1234276286
471,38,3,1383481523
143,443,4,1309859886
92,393,4,1312540913
354,201,1,1360097080
834,494,1,1428309608
800,200,3,1123902922
727,255,5,1531408090
959,179,1,1585238185
854,35,1,1293510938
51,82,2,1101660871
665,389,1,1598132003
698,398,5,1407271489
575,220,2,1572383179
190,158,4,1116945626
125,4,4,1392667703
150,167,2,1184314259
314,468,2,1381425245
570,448,2,1493419113
342,409,3,1346710663
305,412,5,1544565393
692,204,5,1345044497
682,194,4,1533046785
838,235,4,1022574411
783,206,4,1112808937
54,150,1,1051876551
444,159,4,1346865289
613,279,2,1236145354
993,304,4,1347072281
264,404,2,1014381111
53,381,3,1524256886
572,166,1,1293076905
620,311,1,1552353923
5,68,5,1027237527
103,463,3,1516951541
196,88,2,1241083349
774,217,3,1281502628
877,1,1,1163042809
992,135,2,1516384129
884,185,3,1319034308
350,351,1,1009617350
47,140,2,1305061443
867,106,2,1567335037
823,133,1,1367073768
936,108,2,1050637690
820,178,1,1541070805
656,298,4,1031993180
269,358,4,1455887833
370,380,2,1122675911
636,396,2,1020351904
106,359,1,1506967132
670,146,2,1518243912
659,450,5,1338539033
657,74,4,1062346672
120,463,2,1548335342
831,478,2,1285558633
787,108,3,1083013608
604,122,2,1270189243
58,17,5,1152031228
951,196,4,1117213314
346,327,3,1558675224
741,318,1,1352646932
474,297,1,1178124427
117,479,4,1037259903
830,499,1,1172519424
791,252,5,1069050799
127,487,2,1098507146
393,119,4,1285083821
908,162,3,1567546924
641,198,2,1273452172
58,498,1,1466536986
634,486,1,1039406288
513,45,3,1513751089
751,314,5,1052059196
802,179,3,1111227122
96,382,4,1258149644
638,418,3,1558748811
118,44,1,1133277267
560,271,5,1091872286
601,78,5,1246481610
488,326,3,1596830240
237,178,4,1410975683
885,357,1,1579302848
897,498,2,1187937695
272,416,5,1140595082
189,451,3,1143369053
999,3,4,1009006819
704,214,4,1279455777
447,342,1,1164154604
581,74,5,1106279123
790,51,1,1143392564
861,67,2,1340864139
247,332,2,1251808351
963,93,2,1216805671
76,176,4,1323270577
154,145,5,1425637059
656,7,1,1184607319
435,269,1,1100279594
997,376,2,1400725520
86,322,5,1222380263
697,4,5,1099056485
285,138,3,1415784609
974,231,5,1097361477
220,88,5,1386990651
69,17,1,1594142691
47,52,5,1257582668
94,134,5,1450930210
750,211,1,1477442977
958,325,5,1204137873
453,480,1,1361213937
204,458,3,1021763103
912,393,4,1409475334
218,219,1,1557529645
474,205,1,1443187388
432,211,5,1352957201
341,277,1,1372448233
551,24,2,1095131431
612,486,2,1430190513
289,4,3,1016100612
254,152,1,1432264373
734,443,5,1076769621
357,483,5,1399844281
23,259,4,1240964681
762,324,3,1275555929
522,357,5,1522735781
758,168,4,1058732777
837,176,5,1181228918
100,310,4,1378402224
802,291,2,1217440896
180,479,2,1520918349
223,56,5,1334240802
906,108,3,1048592315
762,473,1,1488602854
659,296,3,1306669885
442,461,3,1456241003
608,324,1,1138595793
769,302,2,1478931392
325,334,2,1060047064
516,141,1,1499677465
16,155,4,1303431630
792,262,3,1129110659
336,273,5,1283145678
759,420,2,1057509929
258,232,5,1273598965
497,241,1,1185039602
988,355,5,1282994354
896,337,5,1448779226
160,489,3,1454286393
475,258,1,1270381004
852,249,5,1371821293
664,77,2,1248520946
908,180,1,1292058987
690,66,2,1320118518
675,308,4,1200323501
380,348,5,1317337381
545,171,1,1002154350
929,474,2,1445552390
957,22,5,1407198602
691,367,3,1023141600
427,107,2,1594444977
613,439,2,1123033334
268,323,4,1287362114
835,227,3,1501866280
577,444,4,1237907612
417,442,3,1018361846
168,396,2,1084947948
842,216,4,1199486257
43,69,5,1091299056
556,84,3,1047131078
285,103,2,1054344581
397,39,1,1415635090
12,13,3,1145262835
607,297,3,1492367093
302,313,5,1408725848
898,181,3,1001230384
253,493,3,1027756581
499,268,5,1244121891
754,13,5,1347962101
35,120,4,1002317910
727,458,2,1556844231
849,353,2,1365046364
90,57,4,1038637845
776,40,2,1082455521
605,374,3,1577533728
922,336,4,1074096006
970,128,4,1275854295
602,173,2,1212507225
418,35,1,1596298289
115,259,2,1564939785
617,376,1,1433494606
903,5,4,1400504356
196,218,1,1586817594
826,11,3,1456715351
501,382,5,1069460756
626,327,1,1277216509
493,117,5,1094558508
75,184,3,1104049293
413,394,5,1156216660
376,362,3,1588471787
420,116,5,1006429954
729,162,5,1049174887
277,67,2,1345809323
761,200,1,1089503522
676,31,5,1463718296
394,75,4,1563371262
869,237,2,1028186453
457,327,1,1117424061
920,493,2,1002626961
192,66,1,1132919899
739,70,3,1495534491
689,297,5,1098588618
99,447,4,1311060363
548,416,2,1429926847
978,20,2,1529105142
999,441,2,1305539841
96,226,2,1533027514
664,434,5,1473951084
663,464,1,1535203078
190,409,5,1417575711
736,396,3,1599557040
37,199,5,1365193415
780,39,5,1064886001
369,145,3,1097346798
695,45,5,1116153057
525,395,1,1259350703
279,326,4,1428647452
217,381,3,1257288726
867,407,2,1494740773
873,91,1,1226982270
798,238,4,1040286763
273,70,1,1587085491
881,166,1,1418082087
62,130,2,1227059338
596,214,4,1586511607
880,340,1,1226567408
729,89,2,1113003393
342,335,3,1279131042
397,252,2,1364204716
699,369,5,1341414448
19,349,2,1466628730
177,72,2,1043152418
612,165,2,1491950919
396,49,1,1263422659
445,52,4,1329779836
233,289,2,1581377350
915,278,2,1317607206
76,114,5,1583684442
265,239,5,1022943780
455,133,3,1558560080
796,487,3,1549887945
718,274,5,1332526102
735,166,4,1133794701
384,374,3,1051960580
564,373,4,1163882861
851,293,5,1275591831
506,478,3,1039609361
367,243,2,1463306778
144,479,5,1521476753
885,320,3,1447869567
69,138,4,1367090976
99,79,4,1461907661
396,170,3,1411570217
25,123,4,1064521906
948,176,3,1035441923
891,300,3,1508267795
469,82,4,1069204180
484,87,1,1556566466
565,225,2,1056528344
151,16,5,1008936259
144,310,2,1235769546
569,358,5,1360053637
39,163,5,1334088615
109,98,2,1213942195
693,156,3,1282645929
42,2,4,1486411236
186,350,1,1109267836
935,397,1,1100943644
398,169,1,1345004772
223,464,2,1026701523
634,315,2,1044648863
133,325,3,1368479531
163,375,1,1021748790
215,92,3,1462659919
733,181,1,1588457860
235,231,2,1290160021
843,301,4,1032903197
658,148,4,1018784830
751,280,4,1094208220
588,189,4,1169047292
9,347,5,1287710528
74,350,1,1295740880
954,314,4,1014425858
492,493,5,1505595817
913,411,5,1259181979
253,410,5,1558569963
230,128,3,1403382709
519,7,3,1400220638
174,426,5,1022379444
653,47,4,1129159239
168,53,1,1208417349
170,187,2,1285924330
393,38,3,1066437008
946,453,4,1097599867
795,471,4,1507651426
634,476,2,1490347238
194,226,2,1387281294
517,53,4,1398331582
29,399,2,1463273803
165,224,4,1426319084
422,154,2,1441548878
339,48,2,1027473650
648,351,4,1070459039
496,147,5,1338712177
365,393,4,1581895108
833,64,1,1125577715
342,349,2,1454746940
500,182,3,1413373613
657,125,2,1182483395
511,179,1,1003770038
327,39,3,1157746380
217,260,3,1294234474
301,382,4,1210292418
132,3,5,1592495089
804,64,4,1248051727
70,29,3,1331291604
252,372,3,1153789580
415,11,5,1064341939
787,97,2,1234453611
445,358,5,1464159019
876,442,4,1464498990
182,203,2,1341249915
167,411,4,1090825617
91,481,5,1416878191
714,21,2,1394558779
858,39,5,1013821427
531,223,1,1419768021
39,102,3,1158914547
126,46,2,1447237665
451,66,3,1124175341
173,91,1,1536011555
653,164,2,1003030490
754,459,3,1012832038
220,111,3,1574303052
638,338,2,1169112423
58,123,3,1327978074
660,193,3,1558801010
476,447,2,1201030814
456,99,3,1472050945
829,291,3,1289436020
895,159,4,1111596276
361,412,4,1000726844
935,103,1,1243120485
1,385,4,1193953591
387,281,4,1398424533
973,43,1,1330809059
348,486,3,1166427775
190,84,3,1140592909
505,451,4,1315578637
191,191,1,1382546609
508,51,3,1338263345
369,386,5,1411741540
409,210,2,1591595334
824,126,2,1198865769
929,492,2,1204714450
934,448,4,1592912511
117,458,2,1550417116
134,69,2,1542735844
58,265,5,1236203946
556,258,3,1072021896
685,418,5,1506455058
672,188,4,1096703883
173,230,2,1110579354
829,189,3,1430439652
815,415,2,1218923375
149,10,2,1078731321
80,114,4,1572779052
886,76,2,1572111973
213,164,1,1228653103
203,85,3,1356982886
764,49,3,1253416269
229,495,1,1044962203
676,326,4,1540918545
227,496,2,1169521001
659,177,2,1211936188
532,387,3,1452968099
441,458,4,1097863997
402,389,4,1304838447
47,494,4,1473496462
233,218,2,1115070398
305,189,4,1081748464
526,469,1,1368651057
143,493,5,1069363515
415,346,4,1199809263
513,230,5,1487697466
373,255,2,1223816476
566,236,4,1554367178
886,26,3,1438580972
259,72,2,1304674888
656,261,1,1409558538
471,254,1,1230879568
953,271,5,1525552957
971,123,5,1232292554
12,144,3,1223838438
330,257,3,1556784519
736,144,1,1146435634
784,421,4,1092727939
968,259,1,1306195875
358,436,1,1573442962
972,47,3,1596478231
408,351,5,1295367464
668,13,3,1180842961
373,376,3,1209357536
8,208,3,1182158115
122,311,1,1046782086
348,235,4,1520700079
676,149,1,1095534026
90,322,2,1229054011
648,438,3,1367415549
698,155,3,1185943559
316,166,2,1339126378
178,90,3,1093546553
540,186,3,1578032976
732,318,3,1465588307
869,358,2,1012882631
41,174,1,1119797269
740,217,3,1267871969
704,395,4,1085034900
923,456,2,1316729102
502,264,5,1103465618
959,97,2,1264842006
145,117,1,1177387785
201,199,2,1349322526
929,320,5,1091779212
724,486,4,1274479396
461,21,5,1531584905
732,200,2,1592182442
752,371,5,1326408546
925,447,2,1179877341
909,341,4,1284379426
558,448,4,1095436910
547,248,1,1004609091
253,276,4,1373589686
390,264,3,1293820788
594,58,5,1495513795
883,302,5,1451018877
256,31,2,1186695342
709,498,4,1201974021
815,249,1,1104919963
921,93,1,1052401949
450,496,1,1094415002
10,265,3,1113897579
824,271,4,1233080866
798,94,1,1218496043
242,154,3,1152123357
251,394,5,1523342821
877,285,2,1264367833
5,80,4,1031432730
119,292,4,1144263394
801,84,5,1556429083
374,365,4,1369889156
65,374,4,1522255784
146,37,4,1352151095
224,342,4,1463418735
239,327,3,1541356879
177,407,3,1171255896
779,425,2,1491020444
853,232,4,1013255945
282,93,5,1427894917
63,336,1,1047191640
217,102,2,1196929259
854,412,1,1013178962
827,432,1,1421413067
795,166,4,1018703695
689,159,5,1480080833
461,14,1,1531241787
929,373,1,1352115969
610,225,2,1273412037
105,73,5,1139355260
99,249,5,1517725942
511,91,1,1109929646
385,216,5,1571004787
405,461,2,1596768235
823,90,2,1373959524
518,29,2,1185174827
476,435,4,1075726333
977,305,1,1159232569
709,427,5,1111350874
863,476,2,1554991238
645,220,1,1421890909
870,328,1,1462186731
771,215,4,1054415758
437,221,5,1274152011
23,389,5,1327969244
997,42,2,1483876374
565,135,2,1542831436
677,42,1,1218557000
714,164,5,1299228096
458,361,5,1459845550
83,283,2,1597865870
145,58,3,1462213640
85,302,1,1266025484
78,322,5,1162996118
457,25,4,1182238624
878,73,4,1537369821
1,373,3,1230174206
51,411,2,1102024151
685,129,2,1188709720
717,87,2,1567152659
772,330,4,1508512848
446,426,2,1138471349
449,436,4,1007327065
881,153,3,1426602514
488,182,1,1076196207
800,125,5,1156963541
34,67,3,1188321518
348,6,4,1364533239
95,125,3,1257716788
72,314,5,1193750255
551,326,1,1328846113
154,53,5,1156076731
250,66,4,1566762467
674,314,5,1426048262
438,82,3,1582616927
118,87,2,1308031175
771,2,3,1402260512
891,204,4,1086068216
306,150,1,1580039923
268,293,5,1242865835
961,404,1,1532773146
54,103,4,1174176733
236,24,5,1486089373
389,368,3,1225599745
990,212,3,1339952686
734,65,4,1357645708
763,449,5,1576757904
825,209,3,1346032714
401,251,4,1464191162
624,385,4,1340486665
767,117,1,1050601080
303,116,3,1383984416
919,237,5,1053341860
207,478,3,1132345249
229,105,3,1040292678
853,495,3,1534267270
910,259,4,1476738165
578,46,2,1220780515
75,311,2,1347475766
435,331,1,1270536454
103,216,3,1409978189
422,470,2,1060946855
704,448,1,1321838388
764,492,4,1194755220
738,301,3,1376019290
806,410,5,1143547693
306,333,4,1564955033
98,449,1,1345956698
850,24,4,1113184900
798,458,5,1024194729
335,35,4,1324444773
859,24,1,1238828159
435,28,5,1431037983
447,484,5,1284545285
994,464,4,1552124909
308,488,5,1586446274
249,16,4,1112933766
166,59,3,1367398684
481,465,5,1592751878
984,243,4,1139274060
335,438,3,1059118905
542,207,5,1498620500
759,400,3,1197543326
106,271,5,1462980424
563,249,1,1324706348
81,482,1,1156322124
133,267,4,1272830928
797,193,2,1378355911
900,335,1,1109919432
138,218,2,1470421832
184,115,3,1391145711
401,68,3,1016407184
330,299,2,1290043877
785,325,4,1042424196
508,483,5,1557959888
852,397,2,1595757415
984,394,2,1574543225
69,75,2,1327743872
546,466,2,1432196829
774,482,2,1412142366
53,103,4,1031776418
450,297,1,1423344199
205,490,5,1220384495
126,178,1,1461433335
747,215,2,1156181917
43,455,1,1146969911
752,315,4,1357858747
971,39,3,1153555226
883,259,1,1388279044
111,204,5,1131176794
761,7,4,1391883075
663,49,3,1366035182
183,26,4,1330827148
848,161,2,1068201750
95,357,3,1307469664
971,176,5,1403968891
374,79,3,1174810574
912,2,5,1312931101
520,489,2,1378621334
900,383,5,1275701921
360,455,4,1249765366
900,416,1,1185190847
696,132,4,1438656694
281,276,4,1351221190
195,498,3,1544995592
864,117,2,1510402691
195,164,1,1385156929
667,288,5,1557938555
93,28,3,1093414618
672,333,2,1064119455
946,1,1,1274039288
61,188,4,1165125419
634,56,2,1101927020
51,35,2,1271803629
403,112,2,1256123172
789,286,4,1167738331
5,310,5,1347513891
466,36,3,1048772103
604,439,5,1149408491
682,217,1,1579183793
829,80,3,1117566705
534,314,1,1348056932
405,83,4,1005118708
838,65,5,1157354096
513,325,2,1210033829
645,128,3,1382852599
233,307,2,1263910229
524,22,1,1054663245
346,216,2,1352346830
46,107,2,1020439917
546,109,4,1196037827
945,372,4,1509500224
78,357,5,1221257791
730,181,1,1570100363
813,356,4,1032899444
923,164,4,1301387707
73,68,5,1300005584
794,292,3,1478856099
249,180,5,1163827272
47,181,2,1543423640
121,466,2,1252287622
214,434,4,1473768297
239,464,4,1296490247
56,169,5,1312535760
350,402,5,1410387147
107,22,1,1121251437
831,66,2,1154067486
48,21,5,1372688395
573,100,3,1081868414
337,384,1,1430860481
26,300,5,1523338778
804,103,4,1289092653
257,47,5,1303098892
8,39,4,1118433840
625,285,4,1092413021
867,310,2,1542058055
253,90,2,1179506626
692,85,5,1110900602
719,273,5,1032376841
303,336,3,1501582497
639,188,1,1395743957
56,159,1,1053840387
726,243,5,1293615839
526,73,2,1229633564
474,479,3,1077380909
28,462,1,1041877706
983,49,5,1403145645
78,101,2,1506741324
216,2,2,1148892604
386,244,2,1338682051
365,176,4,1146998890
666,238,2,1128954843
526,398,5,1166086225
699,59,3,1561912386
312,353,5,1542920324
883,99,2,1588634043
7,442,3,1536233012
3,359,1,1097738163
623,442,1,1454102959
919,495,5,1149097362
750,435,3,1034869992
363,468,5,1363250576
751,2,3,1114118630
508,243,3,1511228905
274,297,5,1368469900
506,211,3,1332758542
806,123,2,1422994622
739,229,3,1592590110
883,82,3,1036919707
15,144,5,1106556937
192,388,1,1488602168
985,140,4,1529190048
631,29,3,1116656902
485,391,4,1579089148
28,270,3,1426854006
714,247,5,1059720271
39,12,5,1348358456
953,355,3,1016372807
273,389,5,1589369627
231,337,5,1226221171
86,106,3,1093564839
474,32,1,1069096314
126,74,3,1459537985
812,171,1,1575590152
537,337,5,1248400005
145,69,1,1529393270
525,301,5,1175552386
212,362,1,1432678857
25,137,1,1278007204
580,433,3,1316452438
394,417,1,1338886944
67,484,5,1104858676
233,100,3,1498711756
109,146,1,1005408091
146,9,3,1256574514
111,62,4,1393384774
228,185,3,1370830223
